tradeRef,instrumentId,counterpartyId,quantity,price,currency,side,tradeDate
FXT-19470999-9757,15,3,8376304.58,120.61487,USD,SELL,2026-04-09
FIX-88673262-7211,12,3,1062175.17,107.0308,GBP,SELL,2026-01-14
OTC-15568500-0860,3,8,3988.05,244.59,EUR,BUY,2026-04-08
SPT-63698335-4302,3,9,8702.91,14.43,EUR,SELL,2026-04-08
SWP-71169409-0672,2,9,6374.6,765.17,EUR,SELL,2026-06-06
OTC-44958564-4429,5,2,2554.18,469.42,USD,SELL,2026-06-22
FIX-98557883-9645,13,4,5200003.27,108.6605,USD,BUY,2026-03-22
TRD-90301937-0138,14,2,120602.15,16.26341,JPY,BUY,2026-06-25
DER-47179735-3594,12,5,1266961.57,86.0213,GBP,BUY,2026-01-15
FIX-80448089-1995,12,2,441068.01,103.1406,GBP,SELL,2026-06-18
EQT-14877375-3018,5,5,4670.09,749.26,USD,SELL,2026-03-12
SPT-92908395-5298,5,3,7807.53,225.44,USD,BUY,2026-04-08
SPT-44648162-0984,5,5,1780.12,60.17,USD,BUY,2026-06-06
SPT-23950102-8061,2,3,5406.78,347.85,EUR,BUY,2026-04-24
OTC-13862962-0571,2,2,5713.87,204.22,EUR,SELL,2026-01-05
DER-19978882-0014,15,1,6646393.76,43.14333,USD,SELL,2026-04-11
TRD-69173535-8039,8,7,4039.72,583.58,GBP,BUY,2026-05-19
FIX-00443906-6298,12,8,614806.21,101.0591,GBP,SELL,2026-03-27
OTC-53769608-0904,11,2,1833123.25,110.6003,USD,SELL,2026-01-21
DER-38917593-3327,3,9,394.27,310.41,EUR,BUY,2026-03-18
SPT-14330160-5886,8,2,8852.26,353.2,GBP,BUY,2026-02-05
TRD-25916466-0415,12,10,1200040.81,96.663,GBP,SELL,2026-05-08
DER-02203625-0606,6,1,3377.85,578.2,USD,SELL,2026-01-31
FIX-87758252-8570,8,9,1490.39,465.58,GBP,BUY,2026-01-10
EQT-65618337-0312,8,10,458.97,562.53,GBP,BUY,2026-01-04
EQT-84914383-0818,15,5,8207571.49,16.19865,USD,BUY,2026-06-01
FXT-14271532-1870,8,10,7991.95,180.36,GBP,BUY,2026-04-20
SWP-99043073-6586,6,2,9758.56,462.89,USD,BUY,2026-03-24
FIX-06118522-9717,3,6,633.16,222.75,EUR,SELL,2026-02-13
SWP-74277128-2703,8,4,9256.83,37.36,GBP,BUY,2026-06-11
SPT-21173338-0256,15,8,808145.35,1.85078,USD,BUY,2026-06-30
OTC-55864403-7798,12,3,1038739.49,104.1948,GBP,SELL,2026-04-16
FIX-23427561-0616,10,3,3588821.79,103.3615,EUR,BUY,2026-06-10
OTC-46688115-6861,1,9,2357.15,98.42,EUR,BUY,2026-06-08
SWP-72440371-8315,4,8,7703.54,529.17,USD,SELL,2026-01-14
FIX-15123535-2444,11,8,2492599.04,89.7928,USD,BUY,2026-01-14
SWP-38260712-3433,7,5,3343.61,645.1,GBP,SELL,2026-01-12
FXT-99377072-0859,15,9,1759700.19,125.82888,USD,SELL,2026-05-12
FXT-09510600-3855,12,8,2967606.24,94.7792,GBP,BUY,2026-06-23
SWP-30878564-1804,6,4,981.54,591.51,USD,BUY,2026-04-07
FIX-09868991-7716,10,8,281153.39,98.076,EUR,BUY,2026-06-06
DER-23898911-6346,6,3,4577.94,159.35,USD,SELL,2026-03-11
FIX-45082572-2084,1,10,597.46,113.52,EUR,SELL,2026-04-28
SPT-22978251-5629,4,5,6036.76,632.69,USD,BUY,2026-05-28
FIX-11606388-6745,14,9,4892644.77,159.30933,JPY,SELL,2026-04-29
OTC-01946674-7014,12,4,1246678.91,98.0275,GBP,BUY,2026-06-01
EQT-77000815-0083,7,1,401.55,379.17,GBP,BUY,2026-04-19
SPT-64326441-1605,8,8,2405.87,449.0,GBP,BUY,2026-06-27
SPT-29260335-2174,6,5,2391.38,799.17,USD,BUY,2026-05-03
OTC-21716808-7524,14,10,7473119.68,4.58907,JPY,SELL,2026-04-29
EQT-94373167-6641,3,6,6268.48,564.6,EUR,BUY,2026-06-10
FXT-51657620-5454,9,1,2966.6,603.55,CAD,BUY,2026-06-25
FXT-83276088-5500,12,1,2578535.04,112.3001,GBP,SELL,2026-01-14
FXT-51399349-5989,8,10,409.7,296.31,GBP,BUY,2026-05-24
FIX-18576512-5487,4,9,1136.46,385.4,USD,BUY,2026-02-27
SWP-47340158-4380,9,7,2772.18,55.38,CAD,SELL,2026-04-26
DER-67303492-8629,14,2,4702168.33,85.43238,JPY,SELL,2026-04-26
SWP-90369665-1075,4,8,874.0,315.59,USD,BUY,2026-03-15
FXT-14678711-2699,5,2,6971.12,399.58,USD,BUY,2026-05-14
TRD-39348536-6824,11,9,4659290.15,99.2171,USD,SELL,2026-04-24
TRD-39126722-3097,2,1,8718.07,189.7,EUR,SELL,2026-04-16
SWP-88014684-5346,8,10,6658.89,426.48,GBP,SELL,2026-04-28
OTC-76135229-2161,15,5,1718199.52,42.11919,USD,SELL,2026-04-06
OTC-06351040-2430,6,5,4559.81,137.26,USD,BUY,2026-05-18
OTC-24465275-2873,14,3,1613385.88,19.32493,JPY,SELL,2026-05-28
EQT-59175071-4266,6,3,2052.35,567.17,USD,SELL,2026-03-30
EQT-50051795-7347,9,3,5336.9,101.58,CAD,BUY,2026-04-14
DER-19513094-7504,15,6,1561376.62,155.24492,USD,SELL,2026-06-15
OTC-63607213-4748,13,10,6669210.43,128.07248,USD,SELL,2026-03-28
FXT-98199128-7847,15,1,1395093.51,88.46793,USD,SELL,2026-01-07
SPT-82882398-3610,8,6,925.72,48.75,GBP,BUY,2026-05-30
FIX-37302753-3206,1,2,5384.58,359.14,EUR,BUY,2026-05-12
SPT-26098642-8035,6,10,6051.17,755.0,USD,SELL,2026-04-12
EQT-96095030-7006,6,7,3728.94,231.3,USD,SELL,2026-03-20
DER-75300576-1435,4,8,7415.54,335.41,USD,SELL,2026-03-15
EQT-97710595-6944,12,7,706442.76,102.6154,GBP,BUY,2026-02-06
FIX-40698994-7776,14,9,9866396.83,11.23224,JPY,SELL,2026-01-23
TRD-54956876-4478,7,3,5558.58,569.65,GBP,BUY,2026-02-21
EQT-51240239-4742,9,8,423.29,661.87,CAD,SELL,2026-05-07
DER-30134594-0439,13,1,1541085.67,48.51699,USD,SELL,2026-02-01
OTC-55989834-2938,8,4,285.4,612.95,GBP,SELL,2026-01-18
SWP-77989327-7872,10,7,4343046.13,103.8399,EUR,SELL,2026-06-27
FXT-50090353-8397,12,10,97549.95,92.7861,GBP,BUY,2026-02-07
SWP-61880273-2219,6,3,529.83,292.12,USD,SELL,2026-01-13
OTC-39146492-8677,11,2,2574193.8,107.9933,USD,BUY,2026-01-25
EQT-72975834-5285,14,6,8268393.14,109.81527,JPY,SELL,2026-03-11
SWP-12862542-8755,10,6,4118340.94,85.3869,EUR,SELL,2026-04-06
DER-55296966-5575,15,3,1025076.16,25.3206,USD,BUY,2026-02-18
FXT-56015266-7544,15,2,1166539.94,21.60528,USD,BUY,2026-05-03
SWP-41818682-5940,3,8,8897.37,480.13,EUR,SELL,2026-02-14
OTC-03860039-1943,4,3,8568.3,118.18,USD,BUY,2026-03-20
EQT-28164383-2133,2,7,6908.49,628.3,EUR,BUY,2026-01-05
DER-57881056-0696,4,2,328.89,529.53,USD,BUY,2026-05-01
FXT-33958759-0709,2,5,6676.2,604.87,EUR,BUY,2026-06-04
FIX-78866745-3277,3,6,293.56,120.72,EUR,SELL,2026-05-29
SWP-47271923-2630,14,9,7808240.56,98.34396,JPY,BUY,2026-01-26
TRD-70979534-3555,12,4,4821676.36,90.1532,GBP,BUY,2026-01-26
FIX-67671943-7777,6,10,1852.07,540.45,USD,BUY,2026-02-16
SWP-50951070-6948,4,9,2276.31,94.71,USD,SELL,2026-02-01
DER-14806384-8515,3,8,7622.97,565.26,EUR,BUY,2026-01-22
SWP-66265010-1895,7,5,4570.0,590.26,GBP,SELL,2026-02-27
SPT-39002238-7011,4,2,8947.65,642.94,USD,SELL,2026-02-15
TRD-90484077-8055,11,2,1987885.1,100.6799,USD,BUY,2026-01-31
EQT-52990697-6563,12,10,4888078.57,107.243,GBP,BUY,2026-01-17
SWP-26720922-5548,4,10,8440.45,326.41,USD,BUY,2026-04-19
DER-37382097-9534,10,5,3783951.69,109.0295,EUR,SELL,2026-04-02
DER-89479873-9882,7,8,5114.63,122.16,GBP,SELL,2026-01-28
FXT-33647023-8017,8,4,6284.08,112.01,GBP,BUY,2026-01-14
FXT-66858535-0438,3,7,6046.23,264.93,EUR,SELL,2026-06-09
FXT-10269972-8518,13,8,7927521.42,32.86773,USD,SELL,2026-05-06
OTC-72804811-5629,13,9,5466653.72,152.44607,USD,BUY,2026-04-21
FXT-51489930-7374,6,7,4426.12,33.6,USD,BUY,2026-05-23
OTC-94765662-2689,8,7,1345.75,574.0,GBP,SELL,2026-01-29
DER-88594248-9073,11,9,2865329.06,99.2773,USD,BUY,2026-05-10
TRD-52530781-4315,8,10,9708.74,495.47,GBP,SELL,2026-03-14
SWP-08244186-0461,10,1,649708.34,95.9923,EUR,BUY,2026-06-10
SWP-51079694-1594,7,6,9919.46,332.48,GBP,BUY,2026-06-19
FIX-33234179-3844,11,5,2966733.02,112.3117,USD,BUY,2026-03-20
FXT-45311134-2781,1,9,3261.84,371.42,EUR,SELL,2026-05-26
SPT-35784981-0334,12,8,2944066.28,114.5729,GBP,SELL,2026-05-27
SPT-43274663-9380,2,8,1001.47,541.71,EUR,SELL,2026-05-08
SWP-22364326-4907,6,7,2018.38,510.18,USD,BUY,2026-05-18
FIX-38568210-4344,1,5,9962.28,324.61,EUR,BUY,2026-06-09
FXT-96328981-9473,2,10,3369.04,58.48,EUR,SELL,2026-04-20
FIX-46616029-1256,11,5,2528151.28,93.9973,USD,SELL,2026-02-21
SPT-53995920-4116,10,9,2271610.74,107.9033,EUR,BUY,2026-01-05
EQT-77422596-8178,4,8,2680.09,512.15,USD,SELL,2026-05-25
TRD-70097837-3287,6,8,1478.29,124.63,USD,SELL,2026-04-22
SPT-42768905-1055,11,4,4231375.24,93.008,USD,SELL,2026-06-15
EQT-34419684-9850,4,7,2385.6,124.22,USD,BUY,2026-03-04
OTC-62298460-7952,9,7,4220.77,725.0,CAD,BUY,2026-02-10
OTC-18311409-0477,5,5,6587.05,144.91,USD,BUY,2026-05-05
TRD-07425900-1375,6,10,2980.49,55.55,USD,SELL,2026-04-04
FXT-53270351-2302,4,2,5710.16,402.7,USD,BUY,2026-05-14
OTC-66632538-1478,4,10,1223.65,646.32,USD,SELL,2026-05-30
SPT-99852483-3865,15,7,2180865.84,17.71547,USD,BUY,2026-03-12
DER-54811239-4166,14,10,560198.1,85.68177,JPY,BUY,2026-03-23
SPT-63733841-4036,5,3,3630.62,573.96,USD,SELL,2026-01-06
TRD-99247260-0895,12,4,1272384.65,96.5407,GBP,SELL,2026-06-25
FXT-71794497-3872,14,8,3885321.68,145.6294,JPY,SELL,2026-03-07
OTC-12113193-3857,5,4,8594.31,132.38,USD,SELL,2026-06-11
SWP-86493863-6656,13,1,2741091.22,13.45906,USD,SELL,2026-05-01
SPT-44657219-6920,15,2,8244184.26,111.96821,USD,BUY,2026-04-01
SPT-80814633-8973,12,6,2271776.15,85.8205,GBP,BUY,2026-06-14
EQT-84578152-7264,13,3,31754.96,32.572,USD,SELL,2026-03-22
FXT-14875109-2585,4,9,7135.93,615.25,USD,BUY,2026-06-02
SPT-42869025-7397,8,3,2607.54,551.54,GBP,SELL,2026-03-14
FIX-11327835-6791,6,3,3935.55,304.97,USD,BUY,2026-01-06
TRD-74964625-3747,15,2,9741301.59,32.28381,USD,BUY,2026-01-13
SPT-82947099-7027,10,5,754763.49,113.741,EUR,BUY,2026-05-26
FXT-01894470-8615,7,8,8272.75,397.85,GBP,BUY,2026-02-22
FIX-35729141-4717,12,8,1916546.84,97.9393,GBP,BUY,2026-06-03
FIX-37979220-3102,7,3,4085.83,121.02,GBP,SELL,2026-03-09
FIX-82903638-7388,15,4,3697007.76,109.70375,USD,SELL,2026-01-22
TRD-62932224-2182,14,6,9744017.37,64.03047,JPY,BUY,2026-04-09
SPT-98798220-9784,5,2,953.7,51.71,USD,SELL,2026-03-02
DER-47553566-9934,11,10,3550734.17,109.2956,USD,BUY,2026-03-06
SPT-40601849-6466,11,6,669868.89,111.7668,USD,BUY,2026-05-29
EQT-34935754-2783,9,8,9303.34,702.93,CAD,BUY,2026-01-23
SWP-95328889-8690,7,3,2604.8,254.05,GBP,BUY,2026-05-08
OTC-48397866-7046,5,5,6129.7,610.44,USD,SELL,2026-05-13
SWP-58488779-2703,6,8,7636.99,125.26,USD,SELL,2026-01-14
FIX-19947547-0894,4,3,359.59,211.88,USD,SELL,2026-04-22
FXT-66425800-0668,8,6,9888.2,450.88,GBP,SELL,2026-05-07
FXT-96605083-2425,2,6,936.69,695.2,EUR,BUY,2026-02-13
OTC-75597784-9595,4,10,9980.05,8.28,USD,BUY,2026-04-17
FXT-33038691-8161,11,2,4437964.81,85.7789,USD,BUY,2026-04-11
SWP-79233891-1737,14,6,1538600.91,13.61337,JPY,SELL,2026-04-27
OTC-79752745-0095,6,1,6562.07,760.96,USD,SELL,2026-05-26
EQT-28369179-0797,13,5,3232385.3,9.54673,USD,BUY,2026-05-21
SPT-12421986-6534,5,3,2401.56,617.85,USD,SELL,2026-01-23
TRD-27947183-2669,7,7,2850.07,603.28,GBP,BUY,2026-01-31
OTC-65880113-7083,12,5,4519634.02,103.1054,GBP,SELL,2026-06-20
FXT-49319220-8399,4,8,4454.98,313.53,USD,SELL,2026-05-25
SPT-12109438-6922,13,6,6139063.97,69.85307,USD,SELL,2026-01-24
TRD-68899524-5599,8,4,6476.46,572.34,GBP,SELL,2026-05-15
FXT-39017499-7671,7,2,9072.17,384.7,GBP,BUY,2026-02-02
OTC-33373708-8570,7,5,5685.79,443.04,GBP,BUY,2026-05-12
FXT-68538495-6961,7,2,4647.1,577.65,GBP,SELL,2026-04-01
OTC-78593591-1339,13,9,163670.67,118.66423,USD,SELL,2026-02-15
EQT-52741841-0741,2,7,8767.68,241.63,EUR,SELL,2026-06-21
DER-83726413-4342,6,3,2111.47,67.19,USD,SELL,2026-06-22
FXT-58223505-8755,1,1,3949.94,15.58,EUR,SELL,2026-04-28
SPT-88277293-9861,12,8,1520971.91,109.394,GBP,SELL,2026-06-26
SPT-40621889-1435,3,3,139.75,93.97,EUR,BUY,2026-06-28
FIX-03599088-3428,8,3,6497.75,351.45,GBP,BUY,2026-01-23
OTC-62199925-2427,8,7,219.15,137.05,GBP,BUY,2026-06-29
DER-65101884-7724,1,8,5852.68,165.06,EUR,SELL,2026-01-14
SWP-01056868-1682,11,7,4897639.82,110.4585,USD,SELL,2026-01-10
DER-53644191-7964,9,10,7246.42,748.55,CAD,SELL,2026-03-01
TRD-70908408-0311,7,10,3159.19,55.49,GBP,SELL,2026-05-02
FXT-66409428-5681,8,7,209.05,233.97,GBP,BUY,2026-05-01
SWP-58802221-3802,9,4,5877.0,549.55,CAD,SELL,2026-02-03
OTC-97038746-6395,7,6,7959.93,640.81,GBP,BUY,2026-06-09
FIX-37910765-1412,11,8,654191.8,90.9845,USD,SELL,2026-01-26
SPT-66266658-4975,4,4,5568.75,799.41,USD,SELL,2026-03-08
SWP-90855719-2598,3,9,320.67,55.61,EUR,SELL,2026-01-30
FIX-16198473-9207,4,8,2578.96,275.56,USD,SELL,2026-01-12
OTC-20290817-8444,10,2,3534960.54,112.799,EUR,SELL,2026-04-28
FXT-14212564-9988,13,2,8236278.67,7.38573,USD,BUY,2026-02-12
FXT-27566472-5925,3,5,7081.93,610.76,EUR,SELL,2026-01-26
EQT-86851348-5959,6,3,1230.71,165.5,USD,SELL,2026-01-02
FIX-63574016-5592,5,9,1713.45,216.48,USD,SELL,2026-04-03
FIX-20348912-8677,7,4,1380.81,345.91,GBP,SELL,2026-04-28
SWP-03994712-7251,3,1,7176.54,416.29,EUR,BUY,2026-01-22
SWP-42252354-6580,13,3,4341288.72,63.34732,USD,BUY,2026-06-19
EQT-77115770-0947,11,9,4863579.12,97.5792,USD,SELL,2026-03-22
SWP-01060619-4583,15,9,6104400.23,24.09509,USD,SELL,2026-04-25
FIX-73071525-7244,12,6,4439497.73,108.4469,GBP,SELL,2026-02-20
OTC-11311994-0605,9,6,3900.55,576.51,CAD,BUY,2026-05-14
OTC-28686961-1520,9,9,3123.21,275.86,CAD,BUY,2026-01-06
TRD-72468532-9707,5,4,8322.46,246.63,USD,SELL,2026-05-10
FXT-98245520-0982,14,6,2598304.82,81.54465,JPY,BUY,2026-01-13
FXT-60228445-4881,10,1,2271204.33,114.4885,EUR,BUY,2026-03-31
OTC-38189707-9384,11,3,3574611.38,100.59,USD,BUY,2026-01-27
SWP-69316990-9541,4,6,4543.64,121.51,USD,SELL,2026-04-16
FXT-12381399-1018,7,3,4763.05,359.7,GBP,SELL,2026-06-23
SPT-78952163-9158,9,7,8720.28,469.52,CAD,SELL,2026-04-23
DER-98209387-6830,14,3,1444317.47,20.95085,JPY,SELL,2026-02-03
FXT-93210280-3483,8,8,327.04,129.69,GBP,SELL,2026-01-31
SPT-14809069-1980,6,10,2896.62,420.61,USD,BUY,2026-04-06
OTC-50259138-4968,5,8,280.75,118.58,USD,SELL,2026-01-13
OTC-38048350-3532,3,8,21.86,440.29,EUR,BUY,2026-01-12
SPT-64582407-9389,5,10,4524.29,273.57,USD,SELL,2026-05-02
EQT-18592146-8270,11,8,3810777.12,105.0166,USD,BUY,2026-03-25
FXT-83855267-6711,7,4,9002.54,274.5,GBP,BUY,2026-06-21
DER-98772543-4544,11,2,4331108.33,106.2163,USD,SELL,2026-05-24
FXT-86424699-9164,2,4,9551.73,435.76,EUR,BUY,2026-05-26
FIX-63865585-8235,15,1,1203711.48,149.83376,USD,BUY,2026-01-05
OTC-27622679-4018,14,10,4442850.46,129.24252,JPY,SELL,2026-04-13
TRD-65964394-0381,6,7,1805.9,24.13,USD,SELL,2026-04-08
OTC-12217180-1878,2,9,1682.39,119.51,EUR,SELL,2026-01-23
EQT-41177222-6672,11,3,303979.54,113.8337,USD,BUY,2026-01-07
TRD-40000149-6388,2,6,1425.46,714.94,EUR,SELL,2026-04-07
FXT-06962963-3318,4,10,5860.7,396.92,USD,SELL,2026-01-30
OTC-08137886-5215,8,9,4071.36,389.92,GBP,SELL,2026-06-12
FIX-02499514-4409,9,10,6751.3,200.82,CAD,BUY,2026-03-19
SPT-59858725-1374,14,9,2035365.61,154.8883,JPY,SELL,2026-05-19
EQT-32905017-8806,7,9,4517.97,5.8,GBP,SELL,2026-06-08
OTC-87652074-2742,1,1,9335.13,388.34,EUR,SELL,2026-06-24
SPT-47166514-3485,10,9,1413743.33,89.8425,EUR,BUY,2026-03-18
FXT-53056925-2014,14,3,7251012.74,159.81223,JPY,SELL,2026-02-23
SWP-91550045-5613,11,5,4898405.34,106.2326,USD,SELL,2026-03-04
SWP-45852776-3450,8,10,3285.24,731.64,GBP,BUY,2026-06-15
TRD-81709974-7807,1,1,6727.39,333.46,EUR,SELL,2026-04-11
FXT-87120361-1270,9,1,8925.83,653.76,CAD,SELL,2026-06-22
FXT-47378150-6166,14,10,3580299.44,28.92583,JPY,BUY,2026-02-01
DER-49725069-3161,8,1,2215.99,20.73,GBP,SELL,2026-06-24
SWP-25704262-1474,14,10,6252740.35,129.48043,JPY,BUY,2026-03-01
DER-48720925-0602,5,8,9045.17,567.04,USD,BUY,2026-01-02
FIX-85689443-6489,2,5,5691.45,397.74,EUR,BUY,2026-06-18
EQT-08772554-9636,3,2,1275.18,747.18,EUR,BUY,2026-05-14
OTC-25749878-0378,12,9,3076138.19,105.4204,GBP,SELL,2026-01-01
SPT-86029038-0849,14,6,4326049.17,159.22046,JPY,SELL,2026-02-01
DER-66514912-5922,9,1,8838.14,183.52,CAD,SELL,2026-04-18
DER-42445278-0084,7,4,3347.72,704.68,GBP,BUY,2026-02-27
SPT-09991216-4095,4,3,3292.92,54.96,USD,BUY,2026-01-08
DER-57975205-0393,10,6,4204132.84,92.4146,EUR,SELL,2026-03-03
SWP-07305854-5465,9,4,9435.53,621.72,CAD,SELL,2026-01-25
DER-77703269-2045,2,1,9167.23,305.03,EUR,BUY,2026-02-02
TRD-59313284-0897,5,10,6262.23,57.3,USD,BUY,2026-05-24
TRD-39583058-6249,7,2,6173.4,331.83,GBP,BUY,2026-04-27
SPT-62305089-7014,15,10,6192686.31,54.8009,USD,BUY,2026-04-27
SWP-78894973-3153,2,2,123.87,572.07,EUR,BUY,2026-05-27
EQT-85545512-8337,5,6,4210.65,581.08,USD,SELL,2026-02-17
FIX-18478117-0722,1,3,3117.36,351.5,EUR,SELL,2026-03-21
EQT-19784909-7692,5,10,3429.66,298.22,USD,BUY,2026-05-13
EQT-07693044-3889,9,9,8587.16,340.54,CAD,BUY,2026-02-21
FIX-09180999-5595,4,8,6948.12,785.63,USD,SELL,2026-05-29
SWP-82691963-4909,7,6,1623.64,366.17,GBP,BUY,2026-05-07
FIX-00496212-3654,12,4,2338018.42,91.3942,GBP,SELL,2026-03-26
SPT-27557095-6558,3,1,3628.81,63.62,EUR,BUY,2026-05-23
FXT-19112869-4760,8,4,6313.71,730.6,GBP,SELL,2026-01-12
TRD-26725819-3241,5,3,2190.23,213.29,USD,BUY,2026-03-28
FIX-23963425-3211,1,3,8428.97,728.97,EUR,BUY,2026-06-23
EQT-50858151-1818,6,4,3051.42,195.92,USD,SELL,2026-06-19
EQT-70722909-7106,15,2,1185814.7,141.31779,USD,BUY,2026-02-18
FIX-71478283-6196,12,6,1596578.53,97.8862,GBP,BUY,2026-01-12
FIX-71869344-4819,13,3,3277478.36,9.18415,USD,SELL,2026-02-02
DER-28083391-1333,13,8,7910181.2,98.65141,USD,BUY,2026-05-11
SPT-86580039-8342,6,8,5189.4,147.3,USD,SELL,2026-05-15
DER-96052899-8106,8,5,5812.29,512.29,GBP,BUY,2026-02-23
FIX-27246265-7406,14,4,3959603.85,49.44565,JPY,SELL,2026-05-27
EQT-50211839-4170,9,2,1344.17,71.8,CAD,SELL,2026-05-13
SWP-30893911-9567,1,8,5123.11,272.42,EUR,SELL,2026-04-30
SPT-54888712-6021,13,8,3170887.24,61.61169,USD,BUY,2026-04-24
FIX-35651567-1243,6,2,2945.88,403.9,USD,BUY,2026-03-12
FIX-13208247-1942,2,6,383.78,164.24,EUR,BUY,2026-06-22
SWP-33557605-4959,12,5,961305.76,103.121,GBP,BUY,2026-05-20
